Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper
2007,American Indian or Alaska Native,All Origins,us,Deaths,attributable,203.22500203637,144.355891647995,288.217549426914
2007,American Indian or Alaska Native,All Origins,us,YLL,attributable,5612.89009718861,3992.41168674763,7949.54658856493
2007,American Indian or Alaska Native,Hispanic or Latino,us,Deaths,attributable,9.14050773410393,6.89826652462035,12.0562579430437
2007,American Indian or Alaska Native,Hispanic or Latino,us,YLL,attributable,278.909693039248,209.962377835609,367.762045781784
2007,American Indian or Alaska Native,Not Hispanic or Latino,us,Deaths,attributable,188.489633655645,131.858557885391,272.690042404454
2007,American Indian or Alaska Native,Not Hispanic or Latino,us,YLL,attributable,5134.8478207442,3570.34599956194,7415.65740248542
2007,Asian or Pacific Islander,All Origins,us,Deaths,attributable,964.124707308561,732.796519916579,1273.14876683467
2007,Asian or Pacific Islander,All Origins,us,YLL,attributable,23122.8604691393,17701.5201370107,30645.5861004296
2007,Asian or Pacific Islander,Hispanic or Latino,us,Deaths,attributable,12.4528288682212,9.26533469101171,16.7049480841283
2007,Asian or Pacific Islander,Hispanic or Latino,us,YLL,attributable,334.200823902629,251.460129073102,450.379447509087
2007,Asian or Pacific Islander,Not Hispanic or Latino,us,Deaths,attributable,976.805841709537,741.900739212969,1307.46976823527
2007,Asian or Pacific Islander,Not Hispanic or Latino,us,YLL,attributable,23167.1914573775,17681.7961548902,30739.101892304
2007,Black or African American,All Origins,us,Deaths,attributable,6522.13227708723,5070.16491784889,8450.2949247786
2007,Black or African American,All Origins,us,YLL,attributable,176326.763897534,136792.645389933,227750.772126237
2007,Black or African American,Hispanic or Latino,us,Deaths,attributable,38.2657066511241,29.011479225095,49.8870034679619
2007,Black or African American,Hispanic or Latino,us,YLL,attributable,977.416330810312,751.366877052252,1277.86389822926
2007,Black or African American,Not Hispanic or Latino,us,Deaths,attributable,6632.95349665484,5160.73002054797,8648.51110579042
2007,Black or African American,Not Hispanic or Latino,us,YLL,attributable,177986.496119815,137630.907979036,229895.761807436
2007,White,All Origins,us,Deaths,attributable,41626.5399774916,30847.2106843502,56176.9922028786
2007,White,All Origins,us,YLL,attributable,895436.545420515,665326.84591553,1218451.58970831
2007,White,Hispanic or Latino,us,Deaths,attributable,2251.63484662794,1672.117610779,2986.61774526158
2007,White,Hispanic or Latino,us,YLL,attributable,57024.2826342455,43115.898201196,75659.2935514877
2007,White,Not Hispanic or Latino,us,Deaths,attributable,39319.1949415761,29116.0830178641,53125.5649533438
2007,White,Not Hispanic or Latino,us,YLL,attributable,837067.868548302,621033.730327415,1140859.82621742
