Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper
2005,American Indian or Alaska Native,All Origins,us,Deaths,attributable,216.984253645865,156.991553336898,301.700013095241
2005,American Indian or Alaska Native,All Origins,us,YLL,attributable,5977.9067919457,4336.24247696726,8356.23624323724
2005,American Indian or Alaska Native,Hispanic or Latino,us,Deaths,attributable,8.48289752511347,6.60263984600503,11.1031133197961
2005,American Indian or Alaska Native,Hispanic or Latino,us,YLL,attributable,238.469557647533,184.777190119935,311.469534547221
2005,American Indian or Alaska Native,Not Hispanic or Latino,us,Deaths,attributable,203.713298073889,145.462420388608,288.303760749263
2005,American Indian or Alaska Native,Not Hispanic or Latino,us,YLL,attributable,5563.93454491334,3963.32037760429,7876.0058712839
2005,Asian or Pacific Islander,All Origins,us,Deaths,attributable,1003.29198913161,776.958491504262,1304.24508893792
2005,Asian or Pacific Islander,All Origins,us,YLL,attributable,24289.8370316167,18989.8633629809,31720.9101235206
2005,Asian or Pacific Islander,Hispanic or Latino,us,Deaths,attributable,13.4652847388645,10.315642838884,17.8119347314508
2005,Asian or Pacific Islander,Hispanic or Latino,us,YLL,attributable,343.862996599264,267.695123787262,452.328826112452
2005,Asian or Pacific Islander,Not Hispanic or Latino,us,Deaths,attributable,1016.04880734905,786.876452456713,1336.94609588104
2005,Asian or Pacific Islander,Not Hispanic or Latino,us,YLL,attributable,24348.3487076189,19046.1693576814,31850.6428392983
2005,Black or African American,All Origins,us,Deaths,attributable,7534.30695958958,5997.85187504979,9539.10070898734
2005,Black or African American,All Origins,us,YLL,attributable,202824.462721332,161392.462327945,256652.302338726
2005,Black or African American,Hispanic or Latino,us,Deaths,attributable,49.0009323285963,38.0046978035308,62.0772829263519
2005,Black or African American,Hispanic or Latino,us,YLL,attributable,1258.36928517679,990.751198364972,1606.85720142271
2005,Black or African American,Not Hispanic or Latino,us,Deaths,attributable,7653.44736200406,6094.34410890165,9773.97063427464
2005,Black or African American,Not Hispanic or Latino,us,YLL,attributable,204470.230453815,162216.387519224,258597.777105228
2005,White,All Origins,us,Deaths,attributable,48117.3104046536,36397.6134154053,63379.2533873096
2005,White,All Origins,us,YLL,attributable,1024933.57368863,785353.012640336,1365828.63527727
2005,White,Hispanic or Latino,us,Deaths,attributable,2396.81369124217,1798.16560038809,3150.26828477706
2005,White,Hispanic or Latino,us,YLL,attributable,60605.7002442882,46315.3732161983,79532.43867328
2005,White,Not Hispanic or Latino,us,Deaths,attributable,45642.4870940052,34520.1578550091,60143.6717806933
2005,White,Not Hispanic or Latino,us,YLL,attributable,962534.716914123,737115.613198148,1283954.7362401
