"variable","scenario","pm","pop_size","prop","STATEFP"
"AAAA00024","A",3.46,8.49999996966278,0.000261139119047132,41
"AAAA00024","A",3.47,24.1907797471431,0.000743195168797486,41
"AAAA00024","A",3.87,11.9984163941843,0.000368618340978919,41
"AAAA00024","A",4.1,6.34296849227379,0.000194870260015049,41
"AAAA00024","A",4.19,1.51550567280018,4.65597432609957e-05,41
"AAAA00024","A",4.27,4.19999994131167,0.000129033445716077,41
"AAAA00024","A",4.43,14.5053279340825,0.000445636302554756,41
"AAAA00024","A",4.57,4.89997777876111,0.00015053833941919,41
"AAAA00024","A",4.61,3.60640030579286,0.000110796729664391,41
"AAAA00024","A",4.7,1.1002497324035,3.38021466914301e-05,41
"AAAA00024","A",4.71,6.27360917469592,0.000192739385761562,41
"AAAA00024","A",4.75,0.458789926741601,1.40950585558359e-05,41
"AAAA00024","A",4.78,5.58625415012782,0.000171622293264036,41
"AAAA00024","A",4.92,2.81374777167654,8.64446608163451e-05,41
"AAAA00024","A",5.02,10.108681493945,0.000310561434056284,41
"AAAA00024","A",5.12,3.88932671912514,0.000119488865499267,41
"AAAA00024","A",5.16,8.99986972338656,0.000276496242293206,41
"AAAA00024","A",5.17,9.1523193625586,0.000281179838130209,41
"AAAA00024","A",5.19,10.8131864027981,0.000332205409576154,41
"AAAA00024","A",5.24,1.20000000871785,3.68666995590075e-05,41
"AAAA00024","A",5.27,1.88858922259693,5.80217091283633e-05,41
"AAAA00024","A",5.28,29.0027498299915,0.000891029713832907,41
"AAAA00024","A",5.43,4.09359963793125,0.000125764589058397,41
"AAAA00024","A",5.44,6.69467222466016,0.000205675389799609,41
"AAAA00024","A",5.45,10.104529500854,0.000310433875488997,41
"AAAA00024","A",5.49,19.743789603508,0.000606573628483971,41
"AAAA00024","A",5.5,2.92961735858245,9.00044351642225e-05,41
"AAAA00024","A",5.54,4.93258863924246,0.00015154021840835,41
"AAAA00024","A",5.63,2.84983732084797,8.75534129470594e-05,41
"AAAA00024","A",5.64,27.9484735203758,0.000858639974102563,41
"AAAA00024","A",5.68,30.0149419727817,0.000922126533293854,41
"AAAA00024","A",5.73,11.5918364298428,0.00035612728990959,41
"AAAA00024","A",5.75,20.2820412243859,0.00062310992902555,41
"AAAA00024","A",5.77,3.40818379439657,0.00010470707256423,41
"AAAA00024","A",5.78,31.8977086062694,0.000979969359387397,41
"AAAA00024","A",5.82,5.07524006411881,0.000155922791061995,41
"AAAA00024","A",5.83,5.57911393298518,0.000171402929732143,41
"AAAA00024","A",5.91,12.3999999985942,0.000380955892632291,41
"AAAA00024","A",5.95,4.90000004741238,0.000150539023562248,41
"AAAA00024","A",6.01,24.6978320732856,0.000758772956824807,41
"AAAA00024","A",6.04,0.2,6.14444988186258e-06,41
"AAAA00024","A",6.08,7.45124490478088,0.00022891900437455,41
"AAAA00024","A",6.1,3.88505803395292,0.000119357721888756,41
"AAAA00024","A",6.14,6.70000167096083,0.000205839122378072,41
"AAAA00024","A",6.15,15.5332333284393,0.000477215868449364,41
"AAAA00024","A",6.19,5.88120098392118,0.000180683723454323,41
"AAAA00024","A",6.22,14.0000002825114,0.000430111500409767,41
"AAAA00024","A",6.24,9.53940928607522,0.000293072111304319,41
"AAAA00024","A",6.32,14.3999999467392,0.000442400389857814,41
"AAAA00024","A",6.33,4.9000591601531,0.000150540839638612,41
"AAAA00024","A",6.38,21.2000001104894,0.000651311690871917,41
"AAAA00024","A",6.43,4.50156112803554,0.000138298083706776,41
"AAAA00024","A",6.44,19.9784804084253,0.000613783857926714,41
"AAAA00024","A",6.46,27.8138266494465,0.00085450331935169,41
"AAAA00024","A",6.48,11.3323235840098,0.000348154471534988,41
"AAAA00024","A",6.49,6.38271028347129,0.000196091217236191,41
"AAAA00024","A",6.51,20.1878905165886,0.000620217407498538,41
"AAAA00024","A",6.52,4.00000022911112,0.000122889004676061,41
"AAAA00024","A",6.53,26.9107596201049,0.00082675906884293,41
"AAAA00024","A",6.56,9.10000001791729,0.000279572470175207,41
"AAAA00024","A",6.58,14.0451548280392,0.000431498749619435,41
"AAAA00024","A",6.61,9.92184921349488,0.000304821526138585,41
"AAAA00024","A",6.65,2.91802094096,8.96481671297711e-05,41
"AAAA00024","A",6.73,20.6734362024152,0.000635134463158119,41
"AAAA00024","A",6.77,4.79671908342167,0.000147366000027291,41
"AAAA00024","A",6.82,11.0676769635876,0.000340023932057045,41
"AAAA00024","A",6.87,11.2413517753008,0.000345359612938614,41
"AAAA00024","A",6.89,3.3939514147043,0.000104269821845636,41
"AAAA00024","A",6.91,16.0681015973989,0.000493648224809468,41
"AAAA00024","A",6.92,2.0563903992703,6.31769387292987e-05,41
"AAAA00024","A",6.93,42.7457510901976,0.00131324562618146,41
"AAAA00024","A",6.95,8.90830425108386,0.000273683145015841,41
"AAAA00024","A",6.97,11.1412103019932,0.000342283041619442,41
"AAAA00024","A",7.01,9.16266130886924,0.000281497565984142,41
"AAAA00024","A",7.02,13.0699931240854,0.000401539588536158,41
"AAAA00024","A",7.03,13.2635169098545,0.000407485074549189,41
