Year,Region,Ethnicity,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age,agr_by,measure3
2001,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,72755.1218854276,298476.570759056,586512.340578523,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,861.993481856668,3536.31265832254,6948.92402769031,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,1070.17292766161,4390.36506695202,8627.15383275719,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,681.527208895027,2875.60924533985,5792.60419853704,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,27.5067676125131,116.060979258923,233.792305693503,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,28.7012698700337,121.101015357958,243.944913985245,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,17644.3569316481,74447.9094282773,149967.271605283,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,597.696767293345,2521.89835931145,5080.09182683815,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,743.059768368593,3135.23731976184,6315.59690917467,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,153.729860025667,656.719576446611,1337.76784808494,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,19.7916899956514,84.5482476139424,172.228651811861,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,22.4715832494599,95.996500817773,195.549267797892,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,3897.94275077541,16651.6466734242,33920.1667443949,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,435.590223277868,1860.8006726056,3790.53617523608,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,569.784848636782,2434.067554605,4958.30706347462,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,3549.06955240045,14667.5284856405,29014.5450448316,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,23.7618013779703,98.2023297756397,194.258761697457,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,19.7647244863121,81.6832849099119,161.581642861555,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,absolute number,A,93868.6100994831,387938.441953166,767399.729933465,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,491.283073400548,2030.36552742162,4016.36390960623,EPA,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,522.75312983779,2160.42439001161,4273.63961428894,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,35334.2152964863,146576.010989918,290787.033332988,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,31.8372976290671,132.069837918021,262.008742778459,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,53.0116764983264,219.906965863349,436.265755772686,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,686217.15298841,2846616.85886941,5647303.85167352,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,634.682187345031,2632.83569443358,5223.19085958889,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,1029.52680331468,4270.75939767857,8472.61053799146,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,18839.9394840798,79125.442177594,158713.659044755,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,25.429006935468,106.798719794523,214.222064779615,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,44.2525348169933,185.855235248119,372.797467250117,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,370399.685589093,1555633.38881448,3120365.0870826,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,516.444816543554,2169.00508113978,4350.69585003649,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,870.02004420373,3653.97780386514,7329.32633751492,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,9778.65263172982,41296.1954271559,83249.3104160461,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,20.7699144125709,87.7133565215009,176.822013969112,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,38.8603153586222,164.110868628605,330.832332223166,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,189061.983364375,798427.033549285,1609555.05157258,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,425.222120826555,1795.75412512601,3620.07422347686,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,751.331351317931,3172.94493250506,6396.36351210782,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,63825.7118077463,266504.025134222,531831.35593103,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,27.3679226225285,114.274660350604,228.044764172741,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,47.0511771606943,196.462017351235,392.05659660949,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,absolute number,A,1243353.76272763,5191619.06773249,10360315.5970308,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,550.574141947236,2298.9203066898,4587.69019818161,EPA,attributable,25,150,nation,value
2001,United States,"White, Not Hispanic or Latino",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,916.578233231918,3827.16904501601,7637.4400032533,EPA,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,108626.247530935,142849.734483489,175878.105666285,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,78.6583184849823,103.44019208891,127.35665978054,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,116.867368191721,153.687279966263,189.221406418467,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,2117187.99711352,2784223.42770485,3427965.36505301,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,1516.39790546164,1994.15006124395,2455.21867054243,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,2277.81217536114,2995.45341802341,3688.03396575055,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,54097.1744482122,71290.8261645461,87956.5327770089,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,64.2444147185584,84.6631538238337,104.454918885683,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,105.080696636893,138.478391036146,170.850581980428,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,1043296.66318096,1374886.61490236,1696294.82661923,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,1249.08994012459,1646.08696653007,2030.89387533866,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,2026.54466308498,2670.63935897403,3294.95660172316,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,27639.9561841999,36458.908865048,45023.7838794861,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,53.1309299263806,70.0831694229848,86.547007903324,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,96.2262618423869,126.92872910346,156.746645611511,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,521415.431433085,687781.035858353,849353.578559292,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,1038.85578010346,1370.31867772539,1692.23199246859,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,1815.26546204956,2394.45379745452,2956.95547787934,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,190569.348574596,250866.634054771,309182.851769557,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,67.8435528329044,89.309660072882,110.070498198954,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,103.398831406686,136.114842151745,167.755968119106,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,absolute number,A,3682454.38867096,4847605.05535596,5974474.68817334,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,1303.45941347021,1715.88179384619,2114.75403383058,burnett,attributable,25,150,nation,value
2001,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,1998.02058067042,2630.20628235366,3241.62151808025,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,214.390258763784,281.915775782033,347.076970897952,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,55.5816191916372,73.0879069971948,89.9812339323306,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,45.4896694300094,59.817342081569,73.6433491146284,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,5751.19018782785,7562.61619730549,9310.61738046892,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,1169.77735945772,1538.21677199958,1893.75573725543,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,1220.29677086055,1604.64805082635,1975.54174928016,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,213.295522982678,281.474531904523,347.751300428631,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,55.6960901808043,73.49910909207,90.8054117513659,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,50.4001404162616,66.5103314556749,82.1710372840968,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,5617.45960612607,7413.05673469438,9158.55549061052,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,1181.26786901343,1558.85513129786,1925.90745393816,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,1327.36378603889,1751.64998832466,2164.09831899932,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,216.899285050955,286.794003669801,355.016953175536,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,41.3225410356998,54.6385248925736,67.6360118592315,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,44.4415761159727,58.7626535546292,72.7411938831647,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,5612.05086914366,7420.50642159649,9185.70662951446,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,910.632796088381,1204.07969718231,1490.5078209597,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,1149.88108793981,1520.42456422561,1882.10523727019,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,670.928235929822,884.510269383572,1091.72034207012,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,45.0329109137029,59.3686031237059,73.2766073542676,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,40.4105230337408,53.2747329749345,65.7551548244015,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,YLL,absolute number,A,17622.1200198278,23231.9125818963,28674.3437908603,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,954.621192740247,1258.51350879539,1553.33956640153,burnett,attributable,25,150,nation,value
2001,United States,American Indian or Alaska Native,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,1061.39382549266,1399.27594075318,1727.07775315506,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,2355.69071543288,3093.42609187733,3803.2936140971,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,47.3823289454722,62.2211276266393,76.4993926913906,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,41.8101194911218,54.9038605496981,67.5029873079072,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,52176.7826464889,68517.067954399,84240.1011913221,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,865.218738577564,1136.18065544959,1396.90702250126,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,926.06279034008,1216.07933485798,1495.14054356926,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,512.390964329081,675.880196864019,834.67121642933,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,34.3226225327098,45.2739850802648,55.910636788713,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,37.8954370542719,49.9867820464524,61.730656364377,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,10620.3740452632,14009.0302136396,17300.3060951737,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,634.341426460613,836.741547065701,1033.32526706179,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,785.462164915566,1036.08057052196,1279.49691991101,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,82.7687045176469,109.372644812757,135.307036142788,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,33.2963760050581,43.9986674622506,54.4316112931273,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,39.3165091375468,51.9538225738643,64.2730891329596,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,1785.44371353979,2359.33016291832,2918.77344808914,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,648.310119664054,856.693273861918,1059.83198969143,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,848.115413755162,1120.72100740795,1386.46585821286,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,3010.10153815234,3955.7198660273,4867.05571529013,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,42.3094376167124,55.6008761762912,68.4104464760118,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,38.3207806857602,50.3591893891339,61.9611572191323,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,absolute number,A,65610.7741974753,86222.2883941961,106086.552063106,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,771.426048932532,1013.76824278375,1247.32455460137,burnett,attributable,25,150,nation,value
2001,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,835.272849362977,1097.67240802331,1350.55892427274,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,15370.1187213391,20196.4927718975,24846.4603252637,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,99.7300237329956,131.04626841094,161.217887958096,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,114.78231810319,150.82513674369,185.550571501653,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,373629.967048292,490953.587650474,603988.968524129,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,2164.23182053732,2843.82268690664,3498.57415147988,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,2790.22657587418,3666.38618043736,4510.52169295894,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,5165.64831429371,6799.07988394654,8378.27735898957,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,91.4485493736052,120.365529093744,148.322391326804,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,108.568073070596,142.898423729424,176.08891917778,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,123103.070848389,162029.53854627,199663.548224376,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,1988.38260292135,2617.12980337886,3225.00099299588,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,2587.29638138559,3405.4263298975,4196.39227726295,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,2461.79170634374,3242.66247703093,3998.77393340135,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,80.316944375047,105.793167278783,130.46160759652,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,113.048377404087,148.906883776088,183.628413245479,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,55875.2336610042,73598.6408277285,90760.0863674106,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,1791.85782574075,2360.22817069823,2910.57701895306,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,2565.8566019918,3379.73635351875,4167.81016462565,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,23035.3380669363,30287.0158715683,37282.4763173693,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,93.486681922069,122.916911873677,151.307308563088,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,108.751787010597,142.987573687016,176.013736456243,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,absolute number,A,552978.018279269,727059.180446407,894989.681098465,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,2021.78287260272,2658.25358297108,3272.23641553002,burnett,attributable,25,150,nation,value
2001,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,2610.65617924519,3432.50812756677,4225.32228060535,burnett,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,5733.86527120973,7534.01288388019,9268.35368040882,burnett,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,85.8037508721431,112.74184759831,138.695185982444,burnett,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,84.3408302410776,110.819642879291,136.330486922778,burnett,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,133835.85878335,175853.640904645,216335.406510804,burnett,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,1727.01308368071,2269.20902526456,2791.58426526287,burnett,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,1968.6244639358,2586.6743240873,3182.13054068024,burnett,attributable,25,150,nation,value
2001,United States,"White, Hispanic or Latino",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,1594.01845418139,2102.50411139322,2596.28545371839,burnett,attributable,25,150,nation,value
