Year,Ethnicity,Education,rural_urban_class,Gender.Code,Region,measure1,measure2,attr,min_age,max_age,scenario,mean,lower,upper,source,method,agr_by,measure3
2013,Black or African American,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,C,8.50073954817342,4.79284130790313,13.4945368578476,National Vital Statistics System,GBD,nation,value
2013,Black or African American,666,All,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,15.2192490547904,9.96851069833765,22.2732557006321,National Vital Statistics System,GBD,nation,value
2013,Black or African American,666,All,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,B,15.1039667441573,9.85734194073083,22.1530849408892,National Vital Statistics System,GBD,nation,value
2013,Black or African American,666,All,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,C,11.6652401507682,6.52251149357942,18.701586301239,National Vital Statistics System,GBD,nation,value
2013,"White, Hispanic or Latino",666,All,All genders,United States,Deaths,absolute number,attributable,25,150,A,1837.38898447978,1211.71617694155,2685.07501272204,National Vital Statistics System,GBD,nation,value
2013,"White, Hispanic or Latino",666,All,All genders,United States,Deaths,absolute number,attributable,25,150,B,1779.72755055277,1154.81888673851,2629.46471004049,National Vital Statistics System,GBD,nation,value
2013,"White, Hispanic or Latino",666,All,All genders,United States,Deaths,absolute number,attributable,25,150,C,1321.59162415485,712.902826609114,2182.65472240818,National Vital Statistics System,GBD,nation,value
2013,"White, Hispanic or Latino",666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,6.760189417922,4.47880509159723,9.82883275274374,National Vital Statistics System,GBD,nation,value
2013,"White, Hispanic or Latino",666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,B,6.5466234293682,4.26959100697132,9.61383507320991,National Vital Statistics System,GBD,nation,value
2013,"White, Hispanic or Latino",666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,C,4.86247429286636,2.63772408145787,7.9651792604543,National Vital Statistics System,GBD,nation,value
2013,"White, Hispanic or Latino",666,All,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,6.81724879092648,4.49582027103512,9.96241108368725,National Vital Statistics System,GBD,nation,value
2013,"White, Hispanic or Latino",666,All,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,B,6.60330806087836,4.28471473697562,9.75608064853109,National Vital Statistics System,GBD,nation,value
2013,"White, Hispanic or Latino",666,All,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,C,4.90349021245446,2.64507732102523,8.09828533480625,National Vital Statistics System,GBD,nation,value
2013,"White, Not Hispanic or Latino",666,All,All genders,United States,Deaths,absolute number,attributable,25,150,A,23125.1294554526,14040.4953328964,35784.0866340511,National Vital Statistics System,GBD,nation,value
2013,"White, Not Hispanic or Latino",666,All,All genders,United States,Deaths,absolute number,attributable,25,150,B,22938.8632017155,13861.141513576,35598.5894136057,National Vital Statistics System,GBD,nation,value
2013,"White, Not Hispanic or Latino",666,All,All genders,United States,Deaths,absolute number,attributable,25,150,C,18933.5437388563,10036.210484342,31704.1718336942,National Vital Statistics System,GBD,nation,value
2013,"White, Not Hispanic or Latino",666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,A,8.3957459540467,5.06765016370874,13.0542303357121,National Vital Statistics System,GBD,nation,value
2013,"White, Not Hispanic or Latino",666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,B,8.32861584009776,5.00306474694381,12.9877926189449,National Vital Statistics System,GBD,nation,value
2013,"White, Not Hispanic or Latino",666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",attributable,25,150,C,6.87722703482451,3.62931745178671,11.5491647192532,National Vital Statistics System,GBD,nation,value
2013,"White, Not Hispanic or Latino",666,All,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,A,16.1736289923672,9.81986988746502,25.0272562653008,National Vital Statistics System,GBD,nation,value
2013,"White, Not Hispanic or Latino",666,All,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,B,16.043355071629,9.69443049748715,24.8975202035686,National Vital Statistics System,GBD,nation,value
2013,"White, Not Hispanic or Latino",666,All,All genders,United States,Deaths,"crude rate per 100,000",attributable,25,150,C,13.2420496297293,7.01928805093803,22.173779123538,National Vital Statistics System,GBD,nation,value
